id	제목	제안분류	확신도	구간정밀도	근거	비고
P10138	黃牧送二妓 朴東說說之同科壯元 其二	송별(farewell)	89	94%	title	
P10139	沖天閣書	애상(sympathy)	46	27%	term	
P10140	石峯來訪 韓景洪	회방(meet)	57	38%	title	
P10141	酌石峯于沖天閣	천문(astro)	33	14%	term	
P10142	士常至 李元亨也	애상(sympathy)	47	27%	term	
P10143	聞石峯訃	애상(sympathy)	71	82%	term	
P10144	秋夜作	애상(sympathy)	51	38%	term	
P10145	客夜	계절(season)	38	14%	term	
P10146	贈李實之 春英	기증(donate)	97	94%	title	
P10147	贈李實之 春英 其二	기증(donate)	97	94%	title	
P10148	過而述宅	유람(travel)	69	52%	title	
P10149	又次實之回贈韻	유람(travel)	41	27%	term	차운(제목 donate 무시)
P10150	又次實之回贈韻 其二	애상(sympathy)	17	17%	term	차운(제목 donate 무시)
P10151	有作	애상(sympathy)	42	27%	term	
P10152	有作 其二	애상(sympathy)	48	27%	term	
P10153	自嘲	유람(travel)	74	82%	title, term	
P10154	戲人	애상(sympathy)	40	27%	term	
P10155	讀空同集	유람(travel)	16	17%	term	
P10156	讀大復集	-(-)	0	0%		신호 없음
P10157	芳林	유람(travel)	37	14%	term	
P10158	宿於富	유람(travel)	91	94%	title, term	
P10159	大嶺	유람(travel)	43	27%	term	
P10160	宿叔變家 族人權宇經	유람(travel)	90	94%	title	
P10161	宿叔變家 族人權宇經 其二	유람(travel)	90	94%	title	
P10162	宿羽溪。族人金同知𡊡。携盒來慰。	유람(travel)	94	94%	title	
P10163	初到府有感	유람(travel)	61	52%	title	
P10164	初到府有感 其二	유람(travel)	64	52%	title	
P10165	初到府有感 其三	유람(travel)	65	52%	title	
P10166	端陽日	유람(travel)	58	38%	term	
P10167	西軒	건물(structure)	52	38%	title	
P10168	偶吟	애상(sympathy)	49	27%	term	악부/제영(확신↓)
P10169	夢二子詩	회고(reminiscence)	39	14%	term	
P10170	夢二子詩 其二	애상(sympathy)	51	38%	term	
P10171	寓東廂作	불교(buddhism)	39	14%	term	
P10172	卽事	기타(others)	77	82%	title	
P10173	卽事 其二	기타(others)	91	94%	title	
P10174	聞罷官作 二	송별(farewell)	42	27%	term	
P10175	聞罷官作 二 其二	한적(tranquility)	49	27%	term	
P10176	敍拜內資有感	애상(sympathy)	70	82%	title	
P10177	蘇亭	건물(structure)	94	94%	title	
P10178	蘇亭 其二	건물(structure)	95	94%	title	
P10179	夕	회고(reminiscence)	37	14%	term	
P10180	乞洪陽不得。而子敏爲之。	송별(farewell)	38	14%	term	
P10181	夕會	애상(sympathy)	58	38%	term	
P10182	自戲	유람(travel)	76	82%	title	
P10183	自戲 其二	유람(travel)	82	94%	title	
P10184	義昌邸晩詠 王子爲兄贅者	계절(season)	23	16%	term	
P10185	貴家	건물(structure)	78	82%	title	
P10186	飮新茶	천문(astro)	23	16%	term	
P10187	飮新茶 其二	-(-)	0	0%		신호 없음
P10188	讀徐迪功集	유람(travel)	15	17%	term	
P10189	夢見洪裕孫作	애상(sympathy)	41	27%	term	
P10190	梁子漸來訪 慶遇文科能文章	회방(meet)	56	38%	title, term	
P10191	讀滄溟集	변새(frontier)	38	14%	term	
P10192	讀弇州四部稿	회방(meet)	25	16%	term	
P10193	自釋	유람(travel)	58	38%	title	
P10194	夜坐	식물(plant)	45	27%	term	
P10195	喜持世中第 趙緯韓	기타(others)	26	16%	term	
P10196	祀宣陵作 冬享	천문(astro)	21	16%	term	
P10197	梧亭。寄大餠歌。	기증(donate)	68	52%	title	
