id	제목	제안분류	확신도	구간정밀도	근거	비고
P17022	僕一二年來頭有白毛始生之髮屢見素莖室婦嘗鑷以視我付之戲笑蓋偶然耳自經憂患種種見之眼昏復甚於曩日嗟乎在世者能幾何久而士華且箴以節飮乎風雨襲人獨坐長歎之餘情發爲詩吟罷有感於殘生故書以示君君其謂何五月廿有八日誾再拜擇之先生	(작업자 기입)	-	-	-	-
P17023	訪直卿	(작업자 기입)	-	-	-	-
P17024	夜臥有懷士華承旨	(작업자 기입)	-	-	-	-
P17025	前承惠詩使我懷益鬱鬱久而未敢和也時時披詠情發不能自禁因綴成章奉寄容齋	(작업자 기입)	-	-	-	-
P17026	前承惠詩使我懷益鬱鬱久而未敢和也時時披詠情發不能自禁因綴成章奉寄容齋 其二	(작업자 기입)	-	-	-	-
P17027	十月十七日夜余過寓庵劇飮聯詩四篇明日頗省其韻賦此詩追記其事寄寓庵	(작업자 기입)	-	-	-	-
P17028	十月十七日夜余過寓庵劇飮聯詩四篇明日頗省其韻賦此詩追記其事寄寓庵 其二	(작업자 기입)	-	-	-	-
P17029	十月十七日夜余過寓庵劇飮聯詩四篇明日頗省其韻賦此詩追記其事寄寓庵 其三	(작업자 기입)	-	-	-	-
P17030	十月十七日夜余過寓庵劇飮聯詩四篇明日頗省其韻賦此詩追記其事寄寓庵 其四	(작업자 기입)	-	-	-	-
P17031	同李永元韻送竹墅主人下南	(작업자 기입)	-	-	-	-
P17032	和擇之	(작업자 기입)	-	-	-	-
P17033	黃嶺寺	(작업자 기입)	-	-	-	-
P17034	九巒別墅	(작업자 기입)	-	-	-	-
P17035	途中聯句	(작업자 기입)	-	-	-	-
P17036	遊蠶頭	(작업자 기입)	-	-	-	-
P17037	遊蠶頭 其二	(작업자 기입)	-	-	-	-
P17038	遊蠶頭 其三	(작업자 기입)	-	-	-	-
P17039	遊蠶頭 其四	(작업자 기입)	-	-	-	-
P17040	遊蠶頭 其五	(작업자 기입)	-	-	-	-
P17041	十三日	(작업자 기입)	-	-	-	-
P17042	十三日 其二	(작업자 기입)	-	-	-	-
P17043	十四日	(작업자 기입)	-	-	-	-
P17044	十四日 其二	(작업자 기입)	-	-	-	-
P17045	十四日 其三	(작업자 기입)	-	-	-	-
P17046	十四日 其四	(작업자 기입)	-	-	-	-
P17047	十四日 其五	(작업자 기입)	-	-	-	-
